"","year","country_sector","country","sector","ecp","CO2"
"15126",2005,"Ghana (GHA) Acquisitions less disposals of valuables P.53","Ghana","Acquisitions less disposals of valuables P.53",NA,0
"15127",2005,"Guinea (GIN) Household final consumption P.3h","Guinea","Household final consumption P.3h",0,643.679490647861
"15128",2005,"Guinea (GIN) Non-profit institutions serving households P.3n","Guinea","Non-profit institutions serving households P.3n",NA,0
"15129",2005,"Guinea (GIN) Government final consumption P.3g","Guinea","Government final consumption P.3g",NA,0
"15130",2005,"Guinea (GIN) Gross fixed capital formation P.51","Guinea","Gross fixed capital formation P.51",NA,0
"15131",2005,"Guinea (GIN) Changes in inventories P.52","Guinea","Changes in inventories P.52",NA,0
"15132",2005,"Guinea (GIN) Acquisitions less disposals of valuables P.53","Guinea","Acquisitions less disposals of valuables P.53",NA,0
"15133",2005,"Gambia (GMB) Household final consumption P.3h","Gambia","Household final consumption P.3h",0,122.002498954228
"15134",2005,"Gambia (GMB) Non-profit institutions serving households P.3n","Gambia","Non-profit institutions serving households P.3n",NA,0
"15135",2005,"Gambia (GMB) Government final consumption P.3g","Gambia","Government final consumption P.3g",NA,0
"15136",2005,"Gambia (GMB) Gross fixed capital formation P.51","Gambia","Gross fixed capital formation P.51",NA,0
"15137",2005,"Gambia (GMB) Changes in inventories P.52","Gambia","Changes in inventories P.52",NA,0
"15138",2005,"Gambia (GMB) Acquisitions less disposals of valuables P.53","Gambia","Acquisitions less disposals of valuables P.53",NA,0
"15139",2005,"Equatorial Guinea (GNQ) Household final consumption P.3h","Equatorial Guinea","Household final consumption P.3h",0,562.918266298516
"15140",2005,"Equatorial Guinea (GNQ) Non-profit institutions serving households P.3n","Equatorial Guinea","Non-profit institutions serving households P.3n",NA,0
"15141",2005,"Equatorial Guinea (GNQ) Government final consumption P.3g","Equatorial Guinea","Government final consumption P.3g",NA,0
"15142",2005,"Equatorial Guinea (GNQ) Gross fixed capital formation P.51","Equatorial Guinea","Gross fixed capital formation P.51",NA,0
"15143",2005,"Equatorial Guinea (GNQ) Changes in inventories P.52","Equatorial Guinea","Changes in inventories P.52",NA,0
"15144",2005,"Equatorial Guinea (GNQ) Acquisitions less disposals of valuables P.53","Equatorial Guinea","Acquisitions less disposals of valuables P.53",NA,0
"15145",2005,"Greece (GRC) Household final consumption P.3h","Greece","Household final consumption P.3h",0,30005.2125377897
"15146",2005,"Greece (GRC) Non-profit institutions serving households P.3n","Greece","Non-profit institutions serving households P.3n",NA,0
"15147",2005,"Greece (GRC) Government final consumption P.3g","Greece","Government final consumption P.3g",NA,0
"15148",2005,"Greece (GRC) Gross fixed capital formation P.51","Greece","Gross fixed capital formation P.51",NA,0
"15149",2005,"Greece (GRC) Changes in inventories P.52","Greece","Changes in inventories P.52",NA,0
"15150",2005,"Greece (GRC) Acquisitions less disposals of valuables P.53","Greece","Acquisitions less disposals of valuables P.53",NA,0
"15151",2005,"Guatemala (GTM) Household final consumption P.3h","Guatemala","Household final consumption P.3h",0,1888.98784470645
"15152",2005,"Guatemala (GTM) Non-profit institutions serving households P.3n","Guatemala","Non-profit institutions serving households P.3n",NA,0
"15153",2005,"Guatemala (GTM) Government final consumption P.3g","Guatemala","Government final consumption P.3g",NA,0
"15154",2005,"Guatemala (GTM) Gross fixed capital formation P.51","Guatemala","Gross fixed capital formation P.51",NA,0
"15155",2005,"Guatemala (GTM) Changes in inventories P.52","Guatemala","Changes in inventories P.52",NA,0
"15156",2005,"Guatemala (GTM) Acquisitions less disposals of valuables P.53","Guatemala","Acquisitions less disposals of valuables P.53",NA,0
"15157",2005,"Honduras (HND) Household final consumption P.3h","Honduras","Household final consumption P.3h",0,658.912360547508
"15158",2005,"Honduras (HND) Non-profit institutions serving households P.3n","Honduras","Non-profit institutions serving households P.3n",NA,0
"15159",2005,"Honduras (HND) Government final consumption P.3g","Honduras","Government final consumption P.3g",NA,0
"15160",2005,"Honduras (HND) Gross fixed capital formation P.51","Honduras","Gross fixed capital formation P.51",NA,0
"15161",2005,"Honduras (HND) Changes in inventories P.52","Honduras","Changes in inventories P.52",NA,0
"15162",2005,"Honduras (HND) Acquisitions less disposals of valuables P.53","Honduras","Acquisitions less disposals of valuables P.53",NA,0
"15163",2005,"Hong Kong (HKG) Household final consumption P.3h","Hong Kong","Household final consumption P.3h",0,5348.9642390225
"15164",2005,"Hong Kong (HKG) Non-profit institutions serving households P.3n","Hong Kong","Non-profit institutions serving households P.3n",NA,0
"15165",2005,"Hong Kong (HKG) Government final consumption P.3g","Hong Kong","Government final consumption P.3g",NA,0
"15166",2005,"Hong Kong (HKG) Gross fixed capital formation P.51","Hong Kong","Gross fixed capital formation P.51",NA,0
"15167",2005,"Hong Kong (HKG) Changes in inventories P.52","Hong Kong","Changes in inventories P.52",NA,0
"15168",2005,"Hong Kong (HKG) Acquisitions less disposals of valuables P.53","Hong Kong","Acquisitions less disposals of valuables P.53",NA,0
"15169",2005,"Croatia (HRV) Household final consumption P.3h","Croatia","Household final consumption P.3h",0,8226.735568169
"15170",2005,"Croatia (HRV) Non-profit institutions serving households P.3n","Croatia","Non-profit institutions serving households P.3n",NA,0
"15171",2005,"Croatia (HRV) Government final consumption P.3g","Croatia","Government final consumption P.3g",NA,0
"15172",2005,"Croatia (HRV) Gross fixed capital formation P.51","Croatia","Gross fixed capital formation P.51",NA,0
"15173",2005,"Croatia (HRV) Changes in inventories P.52","Croatia","Changes in inventories P.52",NA,0
"15174",2005,"Croatia (HRV) Acquisitions less disposals of valuables P.53","Croatia","Acquisitions less disposals of valuables P.53",NA,0
"15175",2005,"Haiti (HTI) Household final consumption P.3h","Haiti","Household final consumption P.3h",0,562.041382029665
"15176",2005,"Haiti (HTI) Non-profit institutions serving households P.3n","Haiti","Non-profit institutions serving households P.3n",NA,0
"15177",2005,"Haiti (HTI) Government final consumption P.3g","Haiti","Government final consumption P.3g",NA,0
"15178",2005,"Haiti (HTI) Gross fixed capital formation P.51","Haiti","Gross fixed capital formation P.51",NA,0
"15179",2005,"Haiti (HTI) Changes in inventories P.52","Haiti","Changes in inventories P.52",NA,0
"15180",2005,"Haiti (HTI) Acquisitions less disposals of valuables P.53","Haiti","Acquisitions less disposals of valuables P.53",NA,0
"15181",2005,"Hungary (HUN) Household final consumption P.3h","Hungary","Household final consumption P.3h",0,26081.6168955888
"15182",2005,"Hungary (HUN) Non-profit institutions serving households P.3n","Hungary","Non-profit institutions serving households P.3n",NA,0
"15183",2005,"Hungary (HUN) Government final consumption P.3g","Hungary","Government final consumption P.3g",NA,0
"15184",2005,"Hungary (HUN) Gross fixed capital formation P.51","Hungary","Gross fixed capital formation P.51",NA,0
"15185",2005,"Hungary (HUN) Changes in inventories P.52","Hungary","Changes in inventories P.52",NA,0
"15186",2005,"Hungary (HUN) Acquisitions less disposals of valuables P.53","Hungary","Acquisitions less disposals of valuables P.53",NA,0
"15187",2005,"Indonesia (IDN) Household final consumption P.3h","Indonesia","Household final consumption P.3h",0,63963.1402001059
"15188",2005,"Indonesia (IDN) Non-profit institutions serving households P.3n","Indonesia","Non-profit institutions serving households P.3n",NA,0
"15189",2005,"Indonesia (IDN) Government final consumption P.3g","Indonesia","Government final consumption P.3g",NA,0
"15190",2005,"Indonesia (IDN) Gross fixed capital formation P.51","Indonesia","Gross fixed capital formation P.51",NA,0
"15191",2005,"Indonesia (IDN) Changes in inventories P.52","Indonesia","Changes in inventories P.52",NA,0
"15192",2005,"Indonesia (IDN) Acquisitions less disposals of valuables P.53","Indonesia","Acquisitions less disposals of valuables P.53",NA,0
"15193",2005,"India (IND) Household final consumption P.3h","India","Household final consumption P.3h",0,141565.066367087
"15194",2005,"India (IND) Non-profit institutions serving households P.3n","India","Non-profit institutions serving households P.3n",NA,0
"15195",2005,"India (IND) Government final consumption P.3g","India","Government final consumption P.3g",NA,0
"15196",2005,"India (IND) Gross fixed capital formation P.51","India","Gross fixed capital formation P.51",NA,0
"15197",2005,"India (IND) Changes in inventories P.52","India","Changes in inventories P.52",NA,0
"15198",2005,"India (IND) Acquisitions less disposals of valuables P.53","India","Acquisitions less disposals of valuables P.53",NA,0
"15199",2005,"Ireland (IRL) Household final consumption P.3h","Ireland","Household final consumption P.3h",0,21285.5206493462
"15200",2005,"Ireland (IRL) Non-profit institutions serving households P.3n","Ireland","Non-profit institutions serving households P.3n",NA,0
"15201",2005,"Ireland (IRL) Government final consumption P.3g","Ireland","Government final consumption P.3g",NA,0
"15202",2005,"Ireland (IRL) Gross fixed capital formation P.51","Ireland","Gross fixed capital formation P.51",NA,0
"15203",2005,"Ireland (IRL) Changes in inventories P.52","Ireland","Changes in inventories P.52",NA,0
"15204",2005,"Ireland (IRL) Acquisitions less disposals of valuables P.53","Ireland","Acquisitions less disposals of valuables P.53",NA,0
"15205",2005,"Iran (IRN) Household final consumption P.3h","Iran","Household final consumption P.3h",0,179719.277301759
"15206",2005,"Iran (IRN) Non-profit institutions serving households P.3n","Iran","Non-profit institutions serving households P.3n",NA,0
"15207",2005,"Iran (IRN) Government final consumption P.3g","Iran","Government final consumption P.3g",NA,0
"15208",2005,"Iran (IRN) Gross fixed capital formation P.51","Iran","Gross fixed capital formation P.51",NA,0
"15209",2005,"Iran (IRN) Changes in inventories P.52","Iran","Changes in inventories P.52",NA,0
"15210",2005,"Iran (IRN) Acquisitions less disposals of valuables P.53","Iran","Acquisitions less disposals of valuables P.53",NA,0
"15211",2005,"Iraq (IRQ) Household final consumption P.3h","Iraq","Household final consumption P.3h",0,15926.4836510122
"15212",2005,"Iraq (IRQ) Non-profit institutions serving households P.3n","Iraq","Non-profit institutions serving households P.3n",NA,0
"15213",2005,"Iraq (IRQ) Government final consumption P.3g","Iraq","Government final consumption P.3g",NA,0
"15214",2005,"Iraq (IRQ) Gross fixed capital formation P.51","Iraq","Gross fixed capital formation P.51",NA,0
"15215",2005,"Iraq (IRQ) Changes in inventories P.52","Iraq","Changes in inventories P.52",NA,0
"15216",2005,"Iraq (IRQ) Acquisitions less disposals of valuables P.53","Iraq","Acquisitions less disposals of valuables P.53",NA,0
"15217",2005,"Iceland (ISL) Household final consumption P.3h","Iceland","Household final consumption P.3h",0,1100.93277100243
"15218",2005,"Iceland (ISL) Non-profit institutions serving households P.3n","Iceland","Non-profit institutions serving households P.3n",NA,0
"15219",2005,"Iceland (ISL) Government final consumption P.3g","Iceland","Government final consumption P.3g",NA,0
"15220",2005,"Iceland (ISL) Gross fixed capital formation P.51","Iceland","Gross fixed capital formation P.51",NA,0
"15221",2005,"Iceland (ISL) Changes in inventories P.52","Iceland","Changes in inventories P.52",NA,0
"15222",2005,"Iceland (ISL) Acquisitions less disposals of valuables P.53","Iceland","Acquisitions less disposals of valuables P.53",NA,0
"15223",2005,"Israel (ISR) Household final consumption P.3h","Israel","Household final consumption P.3h",0,11664.0085128658
"15224",2005,"Israel (ISR) Non-profit institutions serving households P.3n","Israel","Non-profit institutions serving households P.3n",NA,0
"15225",2005,"Israel (ISR) Government final consumption P.3g","Israel","Government final consumption P.3g",NA,0
"15226",2005,"Israel (ISR) Gross fixed capital formation P.51","Israel","Gross fixed capital formation P.51",NA,0
"15227",2005,"Israel (ISR) Changes in inventories P.52","Israel","Changes in inventories P.52",NA,0
"15228",2005,"Israel (ISR) Acquisitions less disposals of valuables P.53","Israel","Acquisitions less disposals of valuables P.53",NA,0
"15229",2005,"Italy (ITA) Household final consumption P.3h","Italy","Household final consumption P.3h",0,188071.301795675
"15230",2005,"Italy (ITA) Non-profit institutions serving households P.3n","Italy","Non-profit institutions serving households P.3n",NA,0
"15231",2005,"Italy (ITA) Government final consumption P.3g","Italy","Government final consumption P.3g",NA,0
"15232",2005,"Italy (ITA) Gross fixed capital formation P.51","Italy","Gross fixed capital formation P.51",NA,0
"15233",2005,"Italy (ITA) Changes in inventories P.52","Italy","Changes in inventories P.52",NA,0
"15234",2005,"Italy (ITA) Acquisitions less disposals of valuables P.53","Italy","Acquisitions less disposals of valuables P.53",NA,0
"15235",2005,"Jamaica (JAM) Household final consumption P.3h","Jamaica","Household final consumption P.3h",0,2111.37085174496
"15236",2005,"Jamaica (JAM) Non-profit institutions serving households P.3n","Jamaica","Non-profit institutions serving households P.3n",NA,0
"15237",2005,"Jamaica (JAM) Government final consumption P.3g","Jamaica","Government final consumption P.3g",NA,0
"15238",2005,"Jamaica (JAM) Gross fixed capital formation P.51","Jamaica","Gross fixed capital formation P.51",NA,0
"15239",2005,"Jamaica (JAM) Changes in inventories P.52","Jamaica","Changes in inventories P.52",NA,0
